,category,title,writer,date,hit,url
221,부동산,"미세먼지로부터 자유로운 도시, 수소도시의 미래 ",정종훈,2019-05-20,2898,/kbresearch/vitamin/reportView.do?vitaminId=1003790
222,자산관리,생명보험과 손해보험의 차이와 보장분석 활용법,이경식,2019-05-13,5981,/kbresearch/vitamin/reportView.do?vitaminId=1003787
223,경영환경,MaaS(서비스형 모빌리티)의 도래와 자동차그룹의 대응 ,박성수,2019-05-07,3872,/kbresearch/vitamin/reportView.do?vitaminId=1003786
224,부동산,"공간의 재발견, 도심형 창고 셀프 스토리지",류석재,2019-05-07,5844,/kbresearch/vitamin/reportView.do?vitaminId=1003785
234,산업분석,Netflix와 Disney로 보는 글로벌 OTT 플랫폼 트렌드,이택수,2019-04-29,6964,/kbresearch/vitamin/reportView.do?vitaminId=1003783
235,산업분석,"게임, 그 이상으로 진화 중인 마인크래프트의 성공 비결",장경석,2019-04-22,2517,/kbresearch/vitamin/reportView.do?vitaminId=1003780
236,산업분석,새롭게 시도되고 있는 자동차 구독 서비스,채희근,2019-04-22,4469,/kbresearch/vitamin/reportView.do?vitaminId=1003779
237,경영환경,2020 HR 키워드와 Digital HR,최지현,2019-04-18,4863,/kbresearch/vitamin/reportView.do?vitaminId=1003781
238,산업분석,빛을 이용하는 포토닉스 기술과 산업동향,심경석,2019-04-16,2186,/kbresearch/vitamin/reportView.do?vitaminId=1003777
239,해외경제,중국인민은행의 통화정책 기조 변화와 향후 전망,이정진,2019-04-16,2322,/kbresearch/vitamin/reportView.do?vitaminId=1003776
240,거시/경제,소비자물가의 일시적·구조적 하락 원인과 영향,이승훈,2019-03-25,3846,/kbresearch/vitamin/reportView.do?vitaminId=1003772
241,해외경제,밀레니얼 소셜리즘의 부상과 그 영향,김가현,2019-03-25,3701,/kbresearch/vitamin/reportView.do?vitaminId=1003773
242,해외경제,일본 시중은행의 효율화 모색 방안,한보화,2019-03-18,3563,/kbresearch/vitamin/reportView.do?vitaminId=1003768
243,경영환경,글로벌 Big Tech 기업에 대한 규제 움직임,강서진,2019-03-11,3654,/kbresearch/vitamin/reportView.do?vitaminId=1003765
244,산업분석,"차세대 바이오 유망 분야, 마이크로바이옴 & CAR-T",김동우,2019-03-11,4946,/kbresearch/vitamin/reportView.do?vitaminId=1003764
245,해외경제,미국 소기업(small business) 대상 핀테크 최신 동향,김회민,2019-03-04,3504,/kbresearch/vitamin/reportView.do?vitaminId=1003763
246,부동산,아파트 분양원가공개에 따른 주택시장 영향,손은경,2019-02-25,3782,/kbresearch/vitamin/reportView.do?vitaminId=1003760
247,마케팅,비금융정보 활용까지 확대된 개인신용평가 ,오현정 ,2019-02-25,4600,/kbresearch/vitamin/reportView.do?vitaminId=1003759
248,해외경제,미국과 일본의 중소기업 특화 퇴직연금 개혁,정인,2019-02-18,2378,/kbresearch/vitamin/reportView.do?vitaminId=1003757
249,산업분석,오프라인 매장의 다양한 모색과 ‘플래그십스토어’,이택수,2019-02-11,2521,/kbresearch/vitamin/reportView.do?vitaminId=1003755
250,산업분석,CES 2019에서 선보인 새로운 자동차 기술 트렌드,채희근,2019-02-11,2768,/kbresearch/vitamin/reportView.do?vitaminId=1003756
251,산업분석,글로벌 LNG 수요 증가와 조선업에 미치는 영향   ,장경석,2019-02-04,2427,/kbresearch/vitamin/reportView.do?vitaminId=1003754
252,산업분석,인간의 두뇌를 모방한 뉴로모픽 반도,심경석,2019-01-28,2028,/kbresearch/vitamin/reportView.do?vitaminId=1003758
253,경영환경,"Digital Transformation 시대, 스마트 러닝의 진화",최지현,2019-01-21,4264,/kbresearch/vitamin/reportView.do?vitaminId=1003753
254,자본시장,알리바바그룹 「상호보(相互?)」의 구조와 의미,정영권,2019-01-14,2525,/kbresearch/vitamin/reportView.do?vitaminId=1003752
255,해외경제,일본 기업과 은행들의 공동영업 점포 사례,한보화 ,2018-12-05,4243,/kbresearch/vitamin/reportView.do?vitaminId=1003736
256,산업분석,클라우드 컴퓨팅을 넘어서...엣지 컴퓨팅의 개념과 사례,김동우,2018-11-26,3859,/kbresearch/vitamin/reportView.do?vitaminId=1003737
257,부동산,"제로에너지 주택의 기본 모델, 패시브와 액티브 하우스",서동한,2018-11-19,3512,/kbresearch/vitamin/reportView.do?vitaminId=1003734
258,해외경제,일상화된 미세먼지 위험과 의료이용 행태의 변화,김도연,2018-11-14,3890,/kbresearch/vitamin/reportView.do?vitaminId=1003730
259,해외경제,‘Digital India’와 인도 통신시장의 성장 ,김회민,2018-11-12,2081,/kbresearch/vitamin/reportView.do?vitaminId=1003733
260,부동산,서울지역 전출입세대의 특성과 주택시장지표 활용,김태환,2018-11-07,3721,/kbresearch/vitamin/reportView.do?vitaminId=1003728
261,산업분석,세계 최초로 수소에너지 사회를 추진하는 일본,채희근,2018-11-01,2645,/kbresearch/vitamin/reportView.do?vitaminId=1003725
262,마케팅,고객관리 진화와 고객여정지도(Customer Journey Map),오현정,2018-10-30,7589,/kbresearch/vitamin/reportView.do?vitaminId=1003724
263,부동산,청년 1인가구의 주거 환경과 새로운 주거유형,김지훈,2018-10-17,5379,/kbresearch/vitamin/reportView.do?vitaminId=1003723
264,마케팅,인플루언서 마케팅과 SNS커머스의 성장 ,서정주,2018-10-10,6478,/kbresearch/vitamin/reportView.do?vitaminId=1003722
265,해외경제,중국 기업부채 문제와 회사채 디폴트,이정진,2018-09-27,2564,/kbresearch/vitamin/reportView.do?vitaminId=1003721
266,경영환경,"즉위 600년, 세종의 HR 전략과 지혜",최지현,2018-09-19,3777,/kbresearch/vitamin/reportView.do?vitaminId=1003702
267,산업분석,외부환경에 따라 모양이 변하는 4D 프린팅,심경석,2018-09-10,2306,/kbresearch/vitamin/reportView.do?vitaminId=1003715
268,해외경제,일본 중고용품 시장의 온라인화와 사업 다각화,한보화,2018-09-05,2402,/kbresearch/vitamin/reportView.do?vitaminId=1003729
269,경영환경,기업용 협업 메신저 ‘Slack’의 성장과 경쟁 동향,강서진,2018-09-03,3206,/kbresearch/vitamin/reportView.do?vitaminId=1003712
270,부동산,현실로 다가온 3D프린팅 주택,서동한,2018-08-29,2663,/kbresearch/vitamin/reportView.do?vitaminId=1003711
271,경영환경, 탄소배출권 시장과 블록체인 기술,김예구,2018-08-27,4132,/kbresearch/vitamin/reportView.do?vitaminId=1003713
272,자본시장,이슬람보험 ‘타카풀(Takaful)’의 이해 ,김도연,2018-08-20,2880,/kbresearch/vitamin/reportView.do?vitaminId=1003707
273,해외경제,창업국가 이스라엘의 핀테크 산업 현항 ,김회민,2018-08-16,2731,/kbresearch/vitamin/reportView.do?vitaminId=1003708
274,부동산,북한 주택 제도의 이해와 최근의 변화,김태환,2018-08-13,4342,/kbresearch/vitamin/reportView.do?vitaminId=1003709
275,부동산,이커머스 시대에 대응하는 부동산시장의 변화,손은경,2018-08-08,2984,/kbresearch/vitamin/reportView.do?vitaminId=1003706
276,산업분석,차세대 사업 변신을 준비하는 보쉬와 덴소,채희근,2018-08-06,2612,/kbresearch/vitamin/reportView.do?vitaminId=1003710
277,경영환경,"텔레메틱스(Telematics)와 결합, 진화한 자동차보험",박민하,2018-07-30,4240,/kbresearch/vitamin/reportView.do?vitaminId=1003697
278,경영환경,"불확실성 시대의 선택전략, 리얼옵션(Real Option)",정인 ,2018-07-25,5230,/kbresearch/vitamin/reportView.do?vitaminId=1003696
288,산업분석,"최근 여행 트렌드 변화의 핵심 주자, ‘아웃도어 캠핑’",오현정,2018-07-23,9391,/kbresearch/vitamin/reportView.do?vitaminId=1003695
289,경영환경,돈 버는 SNS ‘스팀잇(Steemit)’의 현황과 한계,김지훈,2018-07-16,6841,/kbresearch/vitamin/reportView.do?vitaminId=1003693
290,마케팅,키즈 디지털 콘텐츠 산업과 금융서비스 사례,서정주,2018-07-11,5158,/kbresearch/vitamin/reportView.do?vitaminId=1003692
291,마케팅,소셜네트워크서비스로 날개를 단 한국의 ‘플리마켓’,이택수,2018-07-09,4000,/kbresearch/vitamin/reportView.do?vitaminId=1003688
292,산업분석,본업에 충실한 로봇장인 화낙 ,장경석,2018-07-04,3078,/kbresearch/vitamin/reportView.do?vitaminId=1003687
293,경영환경,2018 ATD ICE로 보는 인재개발 글로벌 트렌드,최지현,2018-06-27,3389,/kbresearch/vitamin/reportView.do?vitaminId=1003685
294,해외경제,중국 자산관리상품 감독관리 강화 내용과 영향,이정진,2018-06-25,2192,/kbresearch/vitamin/reportView.do?vitaminId=1003686
295,산업분석,홀로그램의 진화와 산업동향,심경석,2018-06-20,3232,/kbresearch/vitamin/reportView.do?vitaminId=1003683
296,경영환경,보험 모아보기 서비스의 성장과 영향,정영권,2018-06-18,3450,/kbresearch/vitamin/reportView.do?vitaminId=1003681
297,해외경제,일본 시중은행의 디지털 통화 개발 현황 및 의의,한보화,2018-06-14,3520,/kbresearch/vitamin/reportView.do?vitaminId=1003670
298,해외경제,중국의 유럽기업 인수와 의미: KUKA 사례,김동우,2018-06-04,2804,/kbresearch/vitamin/reportView.do?vitaminId=1003678
299,경영환경,인공지능 알고리즘의 발전 방향과 금융산업 적용,김예구,2018-05-28,6176,/kbresearch/vitamin/reportView.do?vitaminId=1003682
300,경영환경,상업용 드론시장의 성장과 보험의 역할 ,김도연,2018-05-21,3504,/kbresearch/vitamin/reportView.do?vitaminId=1003671
301,부동산,인테리어시장의 성장과 미래,김태환,2018-05-16,5650,/kbresearch/vitamin/reportView.do?vitaminId=1003677
302,산업분석,자동차와 모빌리티 산업에도 활용되는 블록체인 기술,채희근,2018-05-09,5366,/kbresearch/vitamin/reportView.do?vitaminId=1003669
303,마케팅,간편송금에서 금융플랫폼으로 진화한 토스,오현정,2018-05-02,8839,/kbresearch/vitamin/reportView.do?vitaminId=1003668
304,부동산,헨리 조지 토지이론과 국내 토지공개념 제도,김진성,2018-04-30,4657,/kbresearch/vitamin/reportView.do?vitaminId=1003664
305,부동산,"국토균형개발의 핵심과제, 「혁신도시 시즌2」",김지훈,2018-04-25,3882,/kbresearch/vitamin/reportView.do?vitaminId=1003662
306,마케팅,1인 미디어로 시작하는 Meconomy의 진화 ,서정주,2018-04-18,7558,/kbresearch/vitamin/reportView.do?vitaminId=1003661
307,산업분석,가정용 게임기 ‘스위치’ 성공과 닌텐도의 재기	,이택수,2018-04-16,3454,/kbresearch/vitamin/reportView.do?vitaminId=1003660
308,산업분석,기본에 바탕을 둔 레고의 혁신 ,장경석,2018-04-11,3138,/kbresearch/vitamin/reportView.do?vitaminId=1003657
309,경영환경,"4차 산업혁명 시대, HR 패러다임의 전환",최지현,2018-04-04,8811,/kbresearch/vitamin/reportView.do?vitaminId=1003653
310,해외경제,중국 국유기업 개혁에 대한 이해,이정진,2018-04-02,3001,/kbresearch/vitamin/reportView.do?vitaminId=1003655
311,산업분석,전선 없이 무선으로 전기를 이용한다 - 무선전력전송 ,심경석,2018-03-28,3998,/kbresearch/vitamin/reportView.do?vitaminId=1003652
312,거시/경제,달러 기축통화의 역사와 페트로위안의 도전 ,이승훈,2018-03-21,5565,/kbresearch/vitamin/reportView.do?vitaminId=1003647
313,경영환경,종합 운송플랫폼을 꿈꾸는 우버(Uber)의 구상과 과제,강서진,2018-03-14,4091,/kbresearch/vitamin/reportView.do?vitaminId=1003651
314,산업분석,"소규모 태양광발전, 정책 변화와 투자 가능성",김동우,2018-03-07,1976,/kbresearch/vitamin/reportView.do?vitaminId=1003672
315,마케팅,「방탄소년단(BTS)」 사례를 통해 본 디지털 시대의 브랜드 커뮤니케이션,김예구,2018-03-05,6701,/kbresearch/vitamin/reportView.do?vitaminId=1003654
316,경영환경,스마트시티의 확산과 보험의 미래,김도연,2018-02-28,3760,/kbresearch/vitamin/reportView.do?vitaminId=1003650
317,부동산,"버려진 공간의 재발견, 공간 업사이클링(up-cycling)","김태환, 손연서",2018-02-26,5540,/kbresearch/vitamin/reportView.do?vitaminId=1003645
318,경영환경,VR/AR 기술을 활용한 차세대 금융서비스 사례,김회민,2018-02-21,4099,/kbresearch/vitamin/reportView.do?vitaminId=1003676
319,경영환경,프롭테크(PropTech)로 진화하는 부동산 서비스,박성수,2018-02-19,11303,/kbresearch/vitamin/reportView.do?vitaminId=1003643
320,마케팅,"집단지성을 활용한 혁신 , 크라우드소싱의 금융업 적용 사례",정인,2018-02-12,2784,/kbresearch/vitamin/reportView.do?vitaminId=1003675
321,자본시장,"가상화폐의 진화, ICO의 확산과 규제 ",김지훈,2018-02-05,6308,/kbresearch/vitamin/reportView.do?vitaminId=1003642
322,산업분석,ICT업체들은 자동차를 어떻게 생각하고 있을까?,cogmlrms,2018-01-29,3168,/kbresearch/vitamin/reportView.do?vitaminId=1003641
323,산업분석,서점의 변화에서 확인하는 오프라인 유통업의 미래,이택수,2018-01-24,4758,/kbresearch/vitamin/reportView.do?vitaminId=1003615
324,마케팅,저출산 시대에도 성장하는 엔젤 산업의 진화,서정주,2018-01-22,5161,/kbresearch/vitamin/reportView.do?vitaminId=1003631
325,산업분석,자율운항선박의 현재와 미래 ,장경석,2018-01-17,3495,/kbresearch/vitamin/reportView.do?vitaminId=1003616
326,해외경제,일본의 임금 상승 부진 배경과 영향,김가현,2018-01-10,2869,/kbresearch/vitamin/reportView.do?vitaminId=1003617
327,해외경제,중국의 디레버리징 동향과 거시경제 영향,이정진,2018-01-03,3767,/kbresearch/vitamin/reportView.do?vitaminId=1003614
328,거시/경제,전세계 수출 증가와 한국 수출 프리미엄 회복 가능성 점검,이승훈,2017-12-20,2762,/kbresearch/vitamin/reportView.do?vitaminId=1003613
329,부동산,영국 크로스레일 프로젝트를 통해 보는 수도권 광역급행철도 GTX,서동한,2017-12-13,5782,/kbresearch/vitamin/reportView.do?vitaminId=1003611
330,산업분석,SCM(Storage Class Memory) ? 막힘없는 데이터 처리를 위한 뉴메모리,심경석,2017-12-11,4048,/kbresearch/vitamin/reportView.do?vitaminId=1003612
331,산업분석,"재주목 받고 있는 수소전기차, 어디로 가고 있을까?",채희근,2017-11-27,3029,/kbresearch/vitamin/reportView.do?vitaminId=1003609
332,해외경제,"디지털 금융 혁신의 중심, BBVA",김회민,2017-11-22,5759,/kbresearch/vitamin/reportView.do?vitaminId=1003608
342,부동산,"똑똑한 도시, 스마트시티(Smart City) ",김태환,2017-11-20,5805,/kbresearch/vitamin/reportView.do?vitaminId=1003607
343,자본시장,디지털 경제학의 이해: 비용감소와 경제행위의 변화,정인,2017-11-15,4155,/kbresearch/vitamin/reportView.do?vitaminId=1003605
344,마케팅,고령화로 주목받는 실버케어 로봇 활용 사례,서정주,2017-11-06,5952,/kbresearch/vitamin/reportView.do?vitaminId=1003630
345,산업분석,홀푸드 社의 성장과 한국 프리미엄 식료품 시장의 가능성,이택수,2017-11-01,3164,/kbresearch/vitamin/reportView.do?vitaminId=1003629
346,산업분석,"DJI, 혁신으로 민간 드론 시장 평정",장경석,2017-10-23,3441,/kbresearch/vitamin/reportView.do?vitaminId=1003552
347,해외경제,필리핀 해외근로자의 본국 송금 둔화 배경 및 영향,김가현,2017-10-18,2351,/kbresearch/vitamin/reportView.do?vitaminId=1003551
348,자본시장,액티브 투자의 재부상 가능성과 운용업계의 대응,이윤재,2017-10-11,2952,/kbresearch/vitamin/reportView.do?vitaminId=1003550
349,해외경제,중국 위안화 강세 배경과 전망,이정진,2017-09-27,3501,/kbresearch/vitamin/reportView.do?vitaminId=1003549
350,산업분석,"정보연산의 패러다임 변화, DNA컴퓨터",심경석,2017-09-25,3656,/kbresearch/vitamin/reportView.do?vitaminId=1003548
351,부동산,교통 인프라 개발에 따른 주택가격 영향 점검,서동한,2017-09-04,3386,/kbresearch/vitamin/reportView.do?vitaminId=1003547
352,경영환경,공유경제(Sharing Economy)의 확산에 따른 기업의 대응과 최근 주요 논란,김주환,2017-08-28,7095,/kbresearch/vitamin/reportView.do?vitaminId=1003546
353,부동산,도시재생과 민간주도 도심관리 (town management),김태환,2017-08-21,4298,/kbresearch/vitamin/reportView.do?vitaminId=1003543
354,산업분석,"폭스바겐 디젤 사태 이후 2년, 전기차 약진",채희근,2017-08-16,4323,/kbresearch/vitamin/reportView.do?vitaminId=1003529
355,경영환경,스마트 스피커 출시 현황과 주요 업체들의 전략,김진성,2017-08-07,4661,/kbresearch/vitamin/reportView.do?vitaminId=1003528
356,경영환경,국내 직불결제 도입과 유럽의 최근 동향 ,박성수,2017-08-02,6849,/kbresearch/vitamin/reportView.do?vitaminId=1003500
357,마케팅,IoT를 활용한 반려동물 헬스케어 동향과 금융권 대응,황원경,2017-07-31,10883,/kbresearch/vitamin/reportView.do?vitaminId=1003480
358,마케팅,시장 트렌드에 대응하는 명품 브랜드의 영업 전략 변화,서정주,2017-07-26,7176,/kbresearch/vitamin/reportView.do?vitaminId=1003470
359,산업분석,성장하는 할랄시장과 국내 식품업체의 움직임,이택수,2017-07-24,4393,/kbresearch/vitamin/reportView.do?vitaminId=1003469
360,산업분석,소프트웨어 기업으로 변신하는 GE의 생존 전략,장경석,2017-07-19,5142,/kbresearch/vitamin/reportView.do?vitaminId=1003468
361,해외경제,유로존의 테이퍼링 가능성과 금융시장 영향,김가현,2017-07-17,7646,/kbresearch/vitamin/reportView.do?vitaminId=1003454
362,자본시장,지속가능투자(Sustainable Investment)의 이해와 향후 전망,이윤재,2017-07-12,7194,/kbresearch/vitamin/reportView.do?vitaminId=1003467
363,해외경제,최근 중국 본토 증시의 부진 배경과 전망,이정진,2017-07-10,3794,/kbresearch/vitamin/reportView.do?vitaminId=1003453
364,자본시장,한국의 대외건전성 현황과 자본유출 리스크 점검,이승훈,2017-07-05,4812,/kbresearch/vitamin/reportView.do?vitaminId=1003452
365,산업분석,차세대 디스플레이로 주목 받는 마이크로LED,심경석,2017-07-03,3476,/kbresearch/vitamin/reportView.do?vitaminId=1003466
366,산업분석,"동영상 플랫폼의 절대 강자, 유튜브의 성장과 변화",강서진,2017-06-28,6460,/kbresearch/vitamin/reportView.do?vitaminId=1003465
367,경영환경,4차 산업혁명과 GPU(Graphics Processing Unit)의 성장,김예구,2017-06-26,8687,/kbresearch/vitamin/reportView.do?vitaminId=1003464
368,부동산,국내 아울렛 쇼핑몰의 성장과 사업전략,서동한,2017-06-19,5124,/kbresearch/vitamin/reportView.do?vitaminId=1003462
369,경영환경,건강보험 통계로 본 의료이용 형태,김도연,2017-06-14,3647,/kbresearch/vitamin/reportView.do?vitaminId=1003463
370,경영환경,초연결사회 도래와 스마트 신인류 ,김주환,2017-06-12,5975,/kbresearch/vitamin/reportView.do?vitaminId=1003455
371,마케팅,행동경제학을 활용한 금융행동 개선,정인,2017-06-05,6468,/kbresearch/vitamin/reportView.do?vitaminId=1003451
372,산업분석,중국 자동차 경쟁력 어디까지 왔을까 ? ,채희근,2017-05-31,3310,/kbresearch/vitamin/reportView.do?vitaminId=1003441
373,자본시장,해외 퇴직연금사업자 평가 사례와 국내 도입 현황,황원경,2017-05-22,5213,/kbresearch/vitamin/reportView.do?vitaminId=1003527
374,산업분석,국내ㆍ외 스마트 팩토리 동향,장경석,2017-05-15,6660,/kbresearch/vitamin/reportView.do?vitaminId=1003431
375,마케팅,온라인 사업자의 성장과 글로벌화 ,서정주,2017-05-11,5115,/kbresearch/vitamin/reportView.do?vitaminId=1003430
376,자본시장,손실제한 ETN의 구조와 ELS 대체 가능성,이윤재,2017-05-04,3766,/kbresearch/vitamin/reportView.do?vitaminId=1003427
377,산업분석, 몬테카를로(Monte-Carlo) 방법 소개와 산업 및 금융 적용사례,심경석,2017-04-19,7173,/kbresearch/vitamin/reportView.do?vitaminId=1003424
378,부동산,진화를 거듭하는 국내 부동산 스타트업 ,손은경,2017-04-17,5606,/kbresearch/vitamin/reportView.do?vitaminId=1003423
379,경영환경,미 금융규제 변화: 도드프랭크법 VS. 금융선택법안,김주환,2017-03-27,4769,/kbresearch/vitamin/reportView.do?vitaminId=1003420
380,경영환경,인공지능(AI)의 윤리적 이슈와 금융업 관련 고려사항  ,정인,2017-03-13,11409,/kbresearch/vitamin/reportView.do?vitaminId=1003413
381,산업분석,확대되고 있는 자동차-IT 제휴와 M&A,채희근,2017-03-08,3666,/kbresearch/vitamin/reportView.do?vitaminId=1003412
382,산업분석,5G 시대를 준비하는 플레이어들,이택수,2017-02-20,5452,/kbresearch/vitamin/reportView.do?vitaminId=1003411
383,산업분석,지속되고 있는 아마존의 혁신 ,장경석,2017-02-15,5515,/kbresearch/vitamin/reportView.do?vitaminId=1003403
384,자본시장,안정성이 보강된 ELS의 부상과 향후 전망,이윤재,2017-02-06,4043,/kbresearch/vitamin/reportView.do?vitaminId=1003401
385,산업분석,메모리 반도체의 이해와 산업동향 ,심경석,2017-01-25,5659,/kbresearch/vitamin/reportView.do?vitaminId=1003399
386,부동산,2015년 인구주택총조사를 통해 본 주택시장 변화,손은경,2017-01-23,3983,/kbresearch/vitamin/reportView.do?vitaminId=1003398
396,경영환경,반려동물시장의 성장과 보험업계의 대응 ,김도연,2017-01-04,6034,/kbresearch/vitamin/reportView.do?vitaminId=1003397
397,자본시장,주요 금융불안지수의 이해,김주환,2017-01-02,5814,/kbresearch/vitamin/reportView.do?vitaminId=1003388
398,산업분석,"이케아 진출 2년, 홈퍼니싱 시장의 변화",이택수,2016-12-05,5732,/kbresearch/vitamin/reportView.do?vitaminId=1003379
399,자본시장,Hard Brexit 우려가 영국에 미치는 영향,김가현,2016-11-21,5238,/kbresearch/vitamin/reportView.do?vitaminId=1003370
400,자본시장,동전(현금) 없는 사회 논의와 시사점,이승훈,2016-11-09,9361,/kbresearch/vitamin/reportView.do?vitaminId=1003369
401,산업분석,LED 조명으로 정보를 전송한다-가시광 통신 ,심경석,2016-11-07,3521,/kbresearch/vitamin/reportView.do?vitaminId=1003368
402,부동산,주택도시기금 이해와 역할 변화,손은경,2016-11-02,3972,/kbresearch/vitamin/reportView.do?vitaminId=1003367
403,기타,첨단운전자보조시스템(ADAS)의 성장과 보험시장 영향,김도연,2016-10-17,3965,/kbresearch/vitamin/reportView.do?vitaminId=1003366
404,해외경제,영국의 ISA 확장과 라이프타임 ISA 도입,정인,2016-09-28,7510,/kbresearch/vitamin/reportView.do?vitaminId=1003358
405,마케팅,서비스업의 동적(Dynamic)가격 전략과 금융업 적용사례,박성수,2016-09-21,8817,/kbresearch/vitamin/reportView.do?vitaminId=1003357
406,자산관리,펫신탁의 개념과 일본 금융권 활용사례,황원경,2016-09-13,10517,/kbresearch/vitamin/reportView.do?vitaminId=1003355
407,산업분석,전기자동차가 견인하는 전지 시장의 변화,이택수,2016-09-12,5449,/kbresearch/vitamin/reportView.do?vitaminId=1003354
408,산업분석,금융위기 이후 급성장 중인 로봇산업 현황과 주요국 동향,장경석,2016-09-07,7564,/kbresearch/vitamin/reportView.do?vitaminId=1003351
409,기타,푸드테크(Food Tech)의 진화와 발전,서정주,2016-08-31,9264,/kbresearch/vitamin/reportView.do?vitaminId=1003348
410,거시/경제,미국의 물가 전망과 금리인상에 미치는 영향,김가현,2016-08-26,12529,/kbresearch/vitamin/reportView.do?vitaminId=1003347
411,자본시장,벤처투자 다양화를 위한 Convertible Note의 이해와 활용,이윤재,2016-08-24,5532,/kbresearch/vitamin/reportView.do?vitaminId=1003341
412,해외경제,최근 중국 주택가격 동향과 향후 전망,이정진,2016-08-19,4398,/kbresearch/vitamin/reportView.do?vitaminId=1003339
413,기타,기본소득(Basic Income)의 내용과 시사점,이승훈,2016-08-17,8007,/kbresearch/vitamin/reportView.do?vitaminId=1003338
414,부동산,주요국의 인구구조 변화와 주택시장,손은경,2016-08-08,7439,/kbresearch/vitamin/reportView.do?vitaminId=1003333
415,경영환경,내부 기업가정신(Intrapreneurship)과 사내 벤처,김예구,2016-08-05,6353,/kbresearch/vitamin/reportView.do?vitaminId=1003332
416,기타,긱 이코노미(Gig Economy)의 이해와 향후 전망,강서진,2016-08-03,13101,/kbresearch/vitamin/reportView.do?vitaminId=1003330
417,부동산,"고분양가 논란의 중심, 재건축시장",서동한,2016-07-29,5165,/kbresearch/vitamin/reportView.do?vitaminId=1003328
418,산업분석,정책 지원과 규제가 만드는 전기차 시장의 성장,이택수,2016-07-27,5683,/kbresearch/vitamin/reportView.do?vitaminId=1003327
419,경영환경,증가하는 사이버리스크와 사이버보험 시장 확대,김도연,2016-07-21,6876,/kbresearch/vitamin/reportView.do?vitaminId=1003325
420,자본시장,변동성지수의 이해와 활용,김주환,2016-07-20,5977,/kbresearch/vitamin/reportView.do?vitaminId=1003324
421,기타,인공지능 기술의 발달과 가상 개인비서 서비스의 진화,김회민,2016-07-15,7055,/kbresearch/vitamin/reportView.do?vitaminId=1003322
422,부동산,부동산P2P대출 확산과 주택시장,이종아,2016-07-13,6782,/kbresearch/vitamin/reportView.do?vitaminId=1003321
423,자산관리,해외 각국의 하이브리드형 퇴직연금 도입 동향,정인,2016-07-11,5434,/kbresearch/vitamin/reportView.do?vitaminId=1003317
424,마케팅,리테일 판매사원 혁신과 유니버설 뱅커,박성수,2016-06-29,8927,/kbresearch/vitamin/reportView.do?vitaminId=1003311
425,자산관리,대학 연계형 은퇴자 커뮤니티의 이해와 금융권 활용과제,황원경,2016-06-24,5852,/kbresearch/vitamin/reportView.do?vitaminId=1003310
426,산업분석,선박 수처리 시장의 부각과 국내 조선 기자재 산업의 수혜,장경석,2016-06-17,4321,/kbresearch/vitamin/reportView.do?vitaminId=1003306
427,거시/경제,BREXIT의 영국/EU 경제 및 외환시장 영향,김가현,2016-06-15,6878,/kbresearch/vitamin/reportView.do?vitaminId=1003305
428,기타,O2O 먹거리 배달서비스의 진화,서정주,2016-06-10,6011,/kbresearch/vitamin/reportView.do?vitaminId=1003302
429,자본시장,대체거래시스템(ATS) 국내 도입 논의와 시사점 ,이윤재,2016-06-03,6332,/kbresearch/vitamin/reportView.do?vitaminId=1003299
430,해외경제,중국 유동성 확대에도 실물경제는 부진,이정진,2016-06-01,4380,/kbresearch/vitamin/reportView.do?vitaminId=1003296
431,해외경제,마이너스 금리 도입 현황과 쟁점,이승훈,2016-05-27,7548,/kbresearch/vitamin/reportView.do?vitaminId=1003295
432,부동산,"미래형 주거형태, 제로에너지 주택",손은경,2016-05-23,4744,/kbresearch/vitamin/reportView.do?vitaminId=1003294
433,경영환경,간소한 혁신(Frugal Innovation)과 금융업의 대응,김예구,2016-05-20,7264,/kbresearch/vitamin/reportView.do?vitaminId=1003293
434,기타,모바일 메신저의 챗봇(Chatbot) 도입과 시사점,강서진,2016-05-13,8145,/kbresearch/vitamin/reportView.do?vitaminId=1003286
435,기타,"MOOC, IT기술과 교육의 융합",김동우,2016-05-11,5070,/kbresearch/vitamin/reportView.do?vitaminId=1003284
436,부동산,중소형빌딩 시장 거래동향 및 리스크 요인 점검,서동한,2016-05-09,4369,/kbresearch/vitamin/reportView.do?vitaminId=1003283
437,경영환경,지난 10년 글로벌 은행의 국가별 수익성 변화,김주환,2016-05-04,5163,/kbresearch/vitamin/reportView.do?vitaminId=1003276
438,경영환경,알파고의 딥 러닝(Deep Learning) 금융업 적용 사례,김회민,2016-05-02,7851,/kbresearch/vitamin/reportView.do?vitaminId=1003274
439,경영환경,스마트홈 시장의 성장과 보험사의 연계 사례,김도연,2016-04-29,5201,/kbresearch/vitamin/reportView.do?vitaminId=1003273
440,부동산,전세 제도의 이해와 시장 변화,이종아,2016-04-22,5045,/kbresearch/vitamin/reportView.do?vitaminId=1003271
450,경영환경,"온디맨드(On-Demand) 시대의 보험, 보험의 온디맨드화",정인,2016-04-20,6457,/kbresearch/vitamin/reportView.do?vitaminId=1003270
451,기타,사후면세 즉시환급제 도입과 관련 서비스의 성장,박성수,2016-04-08,5766,/kbresearch/vitamin/reportView.do?vitaminId=1003260
452,자산관리,고령화 사회의 Aging in place를 위한 주거지원체계 트렌드,황원경,2016-04-06,7523,/kbresearch/vitamin/reportView.do?vitaminId=1003255
