,idx,trans_txt
44,344,채우기가 어렵다는 것이 이해되어 아쉬운 점입니다.
45,345,칼슘은 체내에서 흡수되기 어려운 영양소입니다.
46,346,일반적으로 식품의 25%만 체내에서 흡수되며 나머지는 배출됩니다.
47,347,"많은 사람들이 짜고 달게 먹는 식습관을 가지고 있는 우리나라에서는 칼슘 섭취가 어려울 수 있습니다. 염분은 체내의 칼슘 배출을 유발하고, 당분은 칼슘 흡수를 방해하여 골밀도를 낮출 수 있습니다."
48,348,우유는 칼슘 보충에 가장 좋은 선택입니다. 높은 칼슘 함량을 가진 식품을 먹는 것이 칼슘 보충의 기본입니다!
49,349,"우유, 치즈, 요구르트와 같은 유제품 뿐만 아니라 멸치, 뱅어포와 같이 뼈를 함께 먹는 작은 생선, 그리고 케일, 브로콜리, 청경채, 배추 같은 푸른 잎채소, 그리고 김과 미역 같은 해조류는 칼슘이 풍부합니다."
50,350,"모든 식품은 체내에서 다르게 흡수되지만, 우유는 특히 흡수율이 뛰어난 선택입니다."
51,351,우유는 다른 식품에 비해 압도적으로 높은 흡수율을 가지고 있습니다.
52,352,"만약 흡수율을 높이고 싶다면, 그냥 '칼마디'를 기억하시면 됩니다!"
53,353,"칼슘은 복용 후 25%만 흡수되며, 나머지는 모두 배출됩니다."
54,354,고객님을 위해 좋은 소식이 있습니다! 마그네슘과 비타민D는 흡수율을 확 올려주는 비밀의 명약입니다!
55,355,"비타민D는 칼슘 흡수에 도움을 주고, 마그네슘은 비타민D를 활성화시키는 역할을 합니다."
56,356,이들은 칼슘 흡수를 높이는 효과를 발휘하는 '비밀의 명약'입니다. 그 이유는 이 세 가지의 성분이 함께 작용할 때 시너지 효과가 나타나기 때문입니다.
57,357,"칼마디라고 불리는 세 가지 성분을 함께 섭취하면, 칼슘이 뼈에 잘 축적되어 골밀도를 향상시키는 효과가 있습니다."
58,358,칼슘제를 복용하면 변비 증상이 생길 수도 있습니다.
59,359,칼슘 섭취시 변비가 일어날 수 있다는 것은 많은 사람들에게 흔한 부작용입니다.
60,360,"만약 칼슘제를 복용한 후 변비가 생겼다면, 함께 마그네슘을 복용하시는 것을 권해드립니다."
61,361,마그네슘은 장의 운동을 원활하게 도와주고 장벽의 긴장을 늦출 수 있어 칼슘의 변비 부작용을 완화시킬 수 있습니다.
62,362,칼슘제를 섭취하면 속이 더부룩하고 가스가 차는 트림 현상이 발생할 수 있습니다.
63,363,"제산제를 복용하면 불편한 속을 달래기 위해 섭취하는 경우가 많지만, 오히려 위장장애 증상이 악화될 수 있으므로 피하는 것이 좋습니다."
64,364,칼슘제는 가장 좋은 시간에 먹으면 좋아요.
65,365,칼슘을 효과적으로 흡수하기 위해서는 적절한 양의 위산이 필요합니다.
66,366,식후에는 칼슘제를 복용하는 것이 좋습니다. 이는 위산 분비가 많이 되기 때문입니다.
67,367,"칼슘제는 스트레스 해소와 근육, 신경 안정을 도와 저녁 식사 후 섭취하면 휴식과 숙면을 취하는 데 도움이 됩니다."
68,368,"만약 평소 잠들기 어렵다면, 저녁에 칼슘제를 복용하시는 것을 권해드립니다."
69,369,"오메가3는 다양한 효능으로 식약처에서 인정받아 혈중 중성지질 개선, 안구 건조 개선, 기억력 개선 등에 도움을 주는 기능성 영양제입니다. 중장년층부터 젊은 층까지, 혈관 관리가 필요한 사람들뿐만 아니라 기름진 서구식 식생활을 선호하는 분들까지, 누구에게나 필수적인 영양제입니다."
70,370,"매일 규칙적으로 챙겨 먹고 있지만, 정말로 올바르게 먹고 있는지 궁금합니다."
71,371,오메가3은 어떤 의미인지 궁금하신 거죠?
72,372,‘포화 지방산’과 ‘불포화 지방산’을 이해하기 위해서는 먼저 알아야 할 내용입니다.
73,373,"포화 지방산은 동물성 기름이며, 몸에서 잘 배출되지 않고 혈관 및 심혈관에 부정적인 영향을 미칠 수 있습니다."
74,374,"불포화 지방산은 생선, 씨앗, 견과류 등의 식물성 기름에 풍부하게 함유되어, 고객분들의 정상적인 성장과 건강 유지에 꼭 필요한 필수 지방산이 있습니다."
75,375,필수 지방산은 자체적으로 생산되지 않아서 음식을 먹어야만 얻을 수 있다.
76,376,"""단일 불포화 지방과 다불포화 지방은 오메가3와 오메가6 지방산과 같은 대표적인 물질로 나뉘어집니다."""
77,377,"오메가3는 인체 내의 세포막을 구성하는 데 주로 사용되며, ALA, EPA, DHA로 이루어져 있습니다."
78,378,"ALA는 식물성 기름에, EPA와 DHA는 생선 기름에 들어있습니다."
79,379,"오메가3는 세포막을 만드는 역할 뿐만 아니라, 에너지를 공급하거나 에이코사노이드를 생산하는 데에도 사용됩니다."
80,380,"이 물질은 염증과 상처 치유, 혈액 응고 등에 도움이 되는 역할을 합니다."
81,381,"DHA, which is one of the substances in omega-3, is found in abundance in the retina, brain, and sperm."
82,382,"오메가3, 오메가6, 오메가9는 서로 다른 유형의 지방산입니다."
83,383,우리 몸은 오메가3를 자체적으로 생산할 수 없기 때문에 반드시 음식을 통해 섭취해야 합니다.
84,384,"알파리놀레산(ALA)은 견과류, 치아시드, 아마씨, 달걀 등에 포함되어 있으며, 에이코사펜타엔산(EPA)과 도코사펜타엔산(DHA)은 기름기 많은 생선에 존재합니다."
85,385,EPA는 염증 완화 및 심장 질환과 류머티즘 관절염 같은 위험을 줄이는 효과가 있습니다.
86,386,DHA는 뇌 건강에 매우 중요한 역할을 합니다.
87,387,ASD 오메가6는 혈액순환을 개선하고 비만을 예방하며 피부 건강을 유지하는 데 도움을 줍니다.
88,388,영양제로 보충할 필요 없이 우리가 먹는 음식으로 이미 충분히 섭취할 수 있다.
89,389,오메가9은 우리 몸이 스스로 생산할 수 있는 지방산이므로 영양제로 섭취할 필요가 없습니다.
90,390,"카놀라유, 해바라기유, 아몬드, 아보카도 및 올리브유와 같은 다양한 식품을 통해 이용하실 수 있습니다."
91,391,"이 제품은 중성지방, 혈행, 기억력, 안구 건조증을 효과적으로 개선해줍니다."
92,392,"오메가3는 혈중 중성지방, 혈행, 기억력, 안구 건조 증상 개선 등 4가지 증상의 기능성을 식약처가 인정한 원료입니다."
93,393,이 내용만 보면 오메가3가 위 네 가지 증상을 치료할 수 있는 의약품으로 착각될 수 있지만 실제로 그렇지 않습니다.
94,394,"전문가들은 그 효과가 미미하다고 할지라도, 보조제는 위의 증상을 완화시키는 데 도움이 될 수 있습니다."
95,395,일주일에 두 번 이상 생선을 먹는 것이 매일 약을 챙겨 먹는 것보다 더 효과적이라고 말해요.
96,396,물론 매일 복용하면 더 효과적으로 시너지 효과를 얻을 수도 있습니다.
97,397,"40세 이상의 분들은 중성지방 수치 상승, 혈행 문제, 안구건조증 등의 문제가 점점 심해질 수 있습니다. 이러한 문제를 예방하고 오메가3의 보충 효과를 누리기 위해 영양제 섭취를 권장합니다."
98,398,스타틴 복용자도 시너지 효과를 기대할 수 있습니다!
99,399,"만약 일주일에 2회 이상 생선을 먹지 않는다면, 오메가3를 1일 1g 정도 복용하는 것이 좋습니다."
0,400,"혈액응고억제제 복용 중이거나 심한 위장 장애가 있는 경우, 오메가3 영양제를 피하는 것이 좋습니다."
1,401,식물성 오메가3 영양제가 동물성보다 더 좋다는 주장에 대한 진실 여부를 알려드릴게요.
2,402,"식물성 오메가3는 해조류에서 추출되고, 동물성 오메가3는 어류에서 추출되지만 성분에는 큰 차이가 없습니다."
3,403,"해조류는 어류에 비해 중금속과 환경호르몬이 적게 들어 있어 안전하다고 생각할 수 있지만, 모든 제품은 제조 시 중금속 기준치를 엄격히 준수합니다."
4,404,만약 식약처에서 인증받은 오메가3 제품을 선택한다면 걱정할 필요가 없습니다.
5,405,복용시 혈행 개선을 위해선 식물성 오메가3를 선택하는 것이 좋습니다.
6,406,오메가3와 함께 섭취하기 좋은 영양제도 있습니다.
7,407,오메가3를 비타민 E와 함께 섭취하면 흡수율을 높일 수 있어요.
8,408,"오메가3는 혈전을 푸는데 도움이 되지만, 혈액 응고 억제제를 복용하는 경우에는 조심해야 합니다."
9,409,수술을 하기 전에는 음식을 섭취하지 않는 것이 추천됩니다.
10,410,오메가3를 섭취하면 체중이 증가할 수 있습니다.
11,411,"알아두세요, 오메가 3은 지방산의 일종이지만 살이 찐다고 오해하실 필요는 없어요."
12,412,"중성지방을 줄이고 다이어트에 도움되며, 운동과 함께 하면 근육량도 늘리는 데 도움이 됩니다."
13,413,"근육량을 늘리면 기초대사량도 증가하여 더 적은 음식을 섭취해도 체중이 적게 증가하는 체질을 만들어주고, 식욕을 억제하는 효과까지 있어서 다이어트에도 도움이 될 수 있습니다."
14,414,여기에 나와있는 팁을 따르면 식사의 효과를 높일 수 있습니다!
15,415,올바른 오메가3 영양제 섭취 방법과 올바른 함량을 확인해보세요!
16,416,오메가3의 효과를 최대한 누리기 위해서는 오메가3 함량이 매우 중요합니다.
17,417,"EPA와 DHA 함량은 EPA와 DHA의 합을 말합니다. 혈중 중성지방 및 혈행 개선을 위해서는 EPA와 DHA의 총합이 0.5~2g, 기억력 개선을 위해서는 0.9~2g, 안구 건조 증상 개선을 위해서는 0.6~2.24g을 섭취하는 것이 좋습니다."
18,418,하한 및 상한을 지켜야만 원하는 효과를 얻을 수 있습니다.
19,419,실제 함량을 확인하실 수 있습니다!
20,420,"일반적으로 오메가3는 하루 1~2캡슐을 복용하는데, 시중에는 0.5g에서 2g까지 다양한 함량의 오메가3를 포함한 제품들이 판매되고 있습니다."
21,421,"고객님께서는 고함량 제품을 선택하기 전에 함량을 자세히 확인하고 구매해 주세요. 비타민 등 다른 영양소도 포함돼 있을 수 있으며, 오메가3 함량이 낮은 제품이나 캡슐 크기만 크고 함량이 낮은 제품도 있을 수 있습니다. 함량을 꼼꼼하게 살펴보신 후에 구매하시면 좋습니다. 영양제 이상의 효과를 누리실 수 있는 제품입니다!"
22,422,"""Chia seeds are known for their rich content of omega-3, making them a great choice for boosting your intake of this essential nutrient."""
23,423,"바나나보다 칼륨이 2배 많고, 철분은 시금치보다 3배 이상 많습니다."
24,424,아마씨 4분의 1컵은 7g의 오메가3를 가지고 있습니다.
25,425,"아마씨는 심장병, 암, 뇌졸중, 비만 예방에 도움을 주는 식품으로 유명하다."
26,426,호두 4분의 1컵에 약 2.8g의 오메가3가 함유되어 있습니다.
27,427,호두는 LDL 콜레스테롤을 낮추는 데 도움을 줍니다.
28,428,"오메가3 지방산이 풍부한 연어는, 지방 함량도 낮아서 다이어트에도 좋은 대표적인 식품입니다."
29,429,"등 푸른 생선은 매우 높은 오메가3 함량으로, 매일 영양제를 섭취하는 것보다 일주일에 두 번이면 충분합니다!"
30,430,"정어리에는 특히 비타민 B12와 단백질이 많이 들어 있으며, 두부에는 4온스당 0.4g의 오메가3가 함유되어 있으니 이 점 참고해주세요."
31,431,"두부는 혈압과 콜레스테롤을 낮추는데 도움이 되고, 또한 동맥경화 예방에 효과적입니다. 두부에는 혈압 상승을 억제하는 단백질도 함유돼 있습니다."
32,432,"""제가 고혈압과 비염 알레르기가 있고, 현재 복용 중인 영양제가 있는데, 오메가3를 추가로 섭취해도 괜찮을까요?"""
33,433,"제 몸에 맞는 영양제를 먹어보고 싶은데, 과용하지 않고 정확히 내 몸에 맞는지 잘 모르겠어요."
34,434,"""셀프 메디케이션 트렌드의 확산으로 어려움을 해소해 주는 건강과 건강기능식품 복용 서비스가 등장하고 있습니다."""
35,435,고객님은 약사를 찾지 않아도 궁금증을 해결할 수 있습니다.
36,436,나는 영양제 처방부터 구독까지 도와주는 최적의 건강 어드바이저입니다!
37,437,약국보다 더욱 편리한 앱으로 건강기능식품 수가 늘어나고 해외 영양제 직구가 간편해져서 다양한 종류의 건기식을 쉽게 접할 수 있게 되었습니다.
38,438,"한국건강기능식품협회에 따르면 작년 건기식 시장은 6조 1,429억 원으로, 4년 만에 약 25% 성장했다."
39,439,다양한 종류로 인해 뭘 먹어야 할지 선택이 어려우신 이용자들을 위해 약국이나 인터넷에서도 궁금증을 확실히 해소하기 어려운 상황입니다.
40,440,시중 약국들은 주로 처방전을 중심으로 운영되어 예방과 관리 서비스가 부족한 것 같아요.
41,441,"영양제의 효과는 개인의 건강 상태, 유전적 요인, 알레르기, 기저질환 등에 따라 다를 수 있습니다."
42,442,"고객의 필요에 따라 맞춤형 영양제를 분석하고 추천해주는 앱들이 있으며, 정기구독을 통해 복용 습관과 생활 습관까지 도와주는 서비스를 제공합니다."
43,443,‘필라이즈’는 사용자 개인에 맞춰 추천되는 영양제를 제공하는 AI 기반 앱입니다.
44,444,"당신이 원하는 것은 국내외 2만여 개의 영양제와 일반 의약품에 대한 간편한 검색을 할 수 있는 기능입니다. 더불어 개인별 건강 정보, 건강검진 결과, 그리고 현재 복용 중인 영양제 등을 등록하시면 과다 또는 부족한 영양 성분, 부작용이 있는 성분, 그리고 필요한 성분 등을 분석하여 가장 필요한 영양제를 추천해드립니다."
45,445,필라이즈는 전문 인력의 도움으로 최신 연구 결과를 신속하게 적용하여 신뢰성을 높입니다. '케어나우'는 개인에 맞는 건강 솔루션을 제공하는 앱으로 KGC인삼공사에서 개발했습니다.
46,446,"우리는 빅데이터와 인공지능을 활용하여 고객들의 건강검진 기록, 건강 설문, 유전자분석, 라이프로그 등을 정확하게 분석합니다."
47,447,고객에게 맞춤형 건강기능식품 추천과 함께 식이습관 및 운동 가이드도 제공합니다.
48,448,우리가 국내 임상의학연구팀과 함께 개발한 건강 설문은 사용자들의 건강 상태를 다양한 방면으로 분석해줍니다.
49,449,우리는 AI 예측 솔루션과 함께 작동하여 생활습관병과 6대 암을 포함한 10가지 질환의 4년 내 발병 위험도를 측정하는 친절한 서비스를 제공합니다.
50,450,"영양제를 먹었지만 효과를 느끼지 못한 경험이 있는 사람들을 위해, 당일 소분으로 신선한 영양제를 제공하는 필그램을 소개합니다. 이웃들이 좋아한다는 소문까지 있어, 이제는 신뢰할 수 있는 선택지로 알려져 있습니다."
51,451,'필그램'은 개인의 건강 검진 결과와 복용 중인 약물 정보를 분석하여 고객에게 필요한 영양소와 주의가 필요한 영양소에 관해 알려주는 맞춤형 영양제 구독 서비스입니다.
52,452,저는 고객의 요구에 맞춰 다양한 영양제를 비교하여 최적의 조건으로 제조해드립니다.
53,453,"검진 결과와 건강 설문을 제출하면, 개인 맞춤형 영양제 조합을 추천받고 소분해서 하루치씩 정기 배송으로 받을 수 있습니다."
54,454,"30대 사무직 홍길동님을 위해 필리가 추천하는 영양 성분은 비타민 B, 프로바이오틱스, 오메가3 입니다!"
55,455,만료된 영양제는 먼지를 쓰며 선반 구석을 차지하게 됩니다.
56,456,"매일 복용 시간을 잊어서도 맞닥뜨려 '아, 맞다!' 라고 속마음을 느끼시나요?"
57,457,필리는 고객들의 고민과 어려움을 해결해주는 건기식 정기 구독 서비스입니다.
58,458,"""저희는 설문조사로 고객에게 맞춤형 영양제를 추천하며, 편리한 정기 배송 서비스를 제공합니다."""
59,459,"필리케어 앱을 사용하면 영양제 섭취 빈도를 확인하고, 알람을 설정해 복용 시간을 잊지 않고 챙길 수 있습니다."
60,460,국내 난청 환자 수가 상당히 늘어난 것 같습니다.
61,461,"건강보험 진료비 지급 자료에 따르면, 2011년부터 2021년까지 난청 환자 수는 연평균 5.6% 증가하여 33만 5,000명에서 54만 2,000명으로 늘어났습니다."
62,462,최근 소음으로 인한 난청 환자들이 증가하고 있습니다.
63,463,"The increasing prevalence of noise-induced hearing loss is caused by frequent use of earphones and living in noisy environments, which can strain one's hearing."
64,464,The key to managing hearing loss is early detection and early treatment.
65,465,주기적인 청력 체크는 반드시 필요하다는 것은 한번 손상된 청력은 회복이 어렵기 때문입니다.
66,466,왜 난청이 생기는지 궁금해요?
67,467,난청은 말이나 소리를 잘 듣기 어려운 증상입니다.
68,468,"만약 소리를 듣는 데 어려움이 없는데도, 평소에 비해 소리가 이상하게 들린다면, 이 역시 난청의 증상일 수 있습니다."
69,469,소리를 이해하기 위해서는 어떻게 소리가 발생하는지 알아야 합니다.
70,470,문제가 발생한 경우 소리는 귀를 통해 뇌로 전달되는 과정에서 난청이 발생할 수 있습니다.
71,471,"난청은 원인에 따라 전음성, 감각신경성 또는 혼합성으로 나뉘는데요, 이는 문제를 정확히 파악하기 위해서입니다."
72,472,"감각신경성 난청은 달팽이관이 소리를 전달하는데는 문제가 없지만, 달팽이관의 소리 감지 기능이나 청신경, 중추신경계의 소리 전달 기능에 이상이 생기는 것이다."
73,473,감각신경성 난청에는 소음성 난청과 노인성 난청도 포함됩니다.
74,474,"만약 당신이 난청 자가 체크리스트의 문항 중 3개 이상에 '예'라고 대답했을 경우, 저는 청력 검사를 권장합니다."
75,475,불편을 느끼지 않도록 TV 소리를 적절히 조절해 드릴 수 있습니다.
76,476,전화 통화할 때 어려움이 있어요.
77,477,소음이 있는 장소에서 소리를 듣는 것은 어렵습니다.
78,478,대화하는 상황에서는 둘 이상 사람과 소통하는데 어려움을 느끼고 있어요.
79,479,저는 이해에 어려움이 있거나 엉뚱한 반응을 한 적이 있습니다.
80,480,고객 여러분께서 제게 상대방에게 한 번 더 말해달라고 부탁한 적이 있었던 적이 계실까요?
81,481,저는 때로 대화하는 상대방의 중얼거림과 비슷하게 들린 적이 있습니다.
82,482,저는 특정 소리가 너무 크게 들릴 때가 있었습니다.
83,483,미국 국립보건원에 따르면 어린이나 여성의 언어를 이해하는 데 어려움이 있다고 합니다.
84,484,"소음성 난청은 이름 그대로, 장시간에 걸쳐 헤비 소음에 노출될 때 발생하는 청력 노화를 말합니다."
85,485,"과거에는 주로 건설 현장이나 지하철 운행 종사자들이 소음에 노출되곤 했지만, 최근엔 장시간 이어폰 사용으로 인한 난청이 증가하고 있습니다."
86,486,소음성 난청은 첫 증상 없이 점진적으로 악화되다가 갑자기 심해집니다.
87,487,고객님의 증상이 뚜렷하지는 않지만 아예 없는 것은 아닙니다.
88,488,"고음을 제대로 듣지 못하고, 시끄러운 환경에서는 상대 목소리도 잘 안 들리며, 같은 말을 반복하는 것이 있는지 계속되면 중저음도 잘 안 들리는 상태입니다."
89,489,소음성 난청의 주요 증상은 이명을 경험할 수 있습니다.
90,490,듣기에는 정말로 심한 수준으로 잡음이 들려서 수면이나 일상생활에 큰 불편을 느낄 정도입니다. 이를 개선하기 위해 도움이 필요합니다.
91,491,The biggest problem with noise-induced hearing loss is that it accelerates age-related hearing loss.
92,492,"소음성 난청이 20대에 발생하고 방치한다면, 중장년 시기부터 의사소통 문제가 생길 수 있으며 이는 노년에 치매로 이어질 가능성이 높아질 수 있습니다."
93,493,젊은 사람들은 난청에 더 예민하게 반응할 수 있다는 점을 염두에 두는 것이 중요합니다.
94,494,잊지 말아야 할 것은 소음성 난청을 겪는 사람들은 점점 나이가 들면서 노인성 난청도 경험할 수 있다는 점입니다.
95,495,음향 기기나 전자기기는 최대 볼륨의 50% 이하로 듣는 것이 좋습니다. 이를 소음성 난청 예방의 생활 습관으로 가져갈 수 있습니다.
96,496,"고객님을 위해, 음향기기를 1시간 사용 후 10분간 쉬었다가 사용하시는 것을 권장합니다."
97,497,"한 문장으로 바꾼다면 ""시끄러운 장소에서는 이어폰 사용을 자제해 주시면 고객들에게 더 편안한 환경을 제공할 수 있습니다."" 이 될 수 있습니다."
98,498,소음제거 기능이 탑재된 이어폰은 볼륨을 더 높일 필요 없이 사용할 수 있습니다.
99,499,외부 소음을 차단하는 이어폰을 사용합니다.
0,500,정기적으로 청력 검사를 받는 것은 노인성 난청을 피하는데 도움이 될 수 있습니다.
1,501,노인성 난청은 대표적인 퇴행성 질환이기 때문에 65세 이상 인구의 노인 5명 중 2명이 겪고 있는 것으로 알려져 있습니다.
2,502,"청력 감소는 노화에 따라 발생하는데, 일반적으로 30대부터 빠르게 시작된다고 알려져 있습니다."
3,503,"양쪽 귀에 일정하지 않은 소리에 대해 차이가 있으며, 낮은 음은 잘 들리지만 높은 음은 들리지 않고 소리의 방향도 잘 알지 못합니다."
4,504,"""Recovering from age-related hearing loss can be challenging due to its main cause being the natural aging process."""
5,505,따라서 조기에 보청기를 착용하여 진행을 늦추고 예방하는 것이 좋습니다.
6,506,"많은 노인들이 보청기 사용을 꺼려하여 난청을 방치하는데, 이는 난청 증세를 악화시키고 치매와 밀접한 관련이 있을 수 있습니다."
7,507,소리를 듣면 뇌 활동이 증가하는 것을 알게 되었습니다.
8,508,난청이 심해지면 뇌 활동이 감소하고 인지 기능이 저하됩니다. 이로 인해 불편을 느끼실 수 있습니다.
9,509,청력 손실로 인해 못 들은 부분을 극복하려고 뇌를 과도하게 사용하면 인지능력이 떨어질 수 있습니다.
10,510,정기적으로 청력검사를 받아 난청의 진행 속도를 확인하고 그에 따라 보청기를 조절하여 사용해 봅시다.
11,511,노인들의 청각 문제를 악화시키는 질병이 존재한다.
12,512,"""Chronic conditions such as diabetes, kidney disease, high cholesterol, high blood pressure, as well as long-term antibiotic use and smoking can affect the function of the body's nerves and blood vessels, leading to a decline in hearing ability."""
13,513,저희는 고객님의 난청 예방을 위해 위 질병의 치료를 적극적으로 권장합니다.
14,514,항생제는 청력을 감소시킬 수 있는 요인이다.
15,515,"만약 난청 증세가 있다면, 이비인후과 진료를 받기 전에 항생제를 장기적으로 복용할 것입니다."
16,516,효과적인 청각을 위해서는 담배를 피하는 것이 중요합니다.
17,517,"당뇨병 전 단계라는 표현을 들어본 적이 있으신가요? ""당뇨병에 걸리기 전의 단계""라고 말씀하셨다면 대체로 맞지만, 일부는 틀린 내용입니다."
18,518,"만약 관리를 잘하신다면, 당뇨병이 악화되지 않을 수 있습니다."
19,519,"현재 기준으로, 당뇨병 전 단계의 인구는 약 15백만 명입니다."
20,520,‘당뇨병 전 단계’란 혈당 검사에서 정상 혈당 범위를 약간 벗어났지만 아직 당뇨병이라고 진단되지 않은 경우를 말합니다.
21,521,"정상인은 공복 혈당이 8시간 이상이 지난 후에 100mg/dL 미만이며, 경구 당부하검사 시 2시간 후 혈당은 140mg/dL 미만입니다. 그러나 당뇨 전 단계인 공복 혈당장애의 경우, 공복 혈당은 100~125mg/dL, 식후 2시간 혈당은 140~199mg/dL로 높아집니다."
22,522,당신의 혈당은 정상인가요? 왜 '당뇨병 전 단계'는 위험한가요? 이 글을 손님들이 쉽게 이해할 수 있는 한 문장으로 바꿔 드릴게요.
23,523,당뇨병 전 단계는 실제로는 아직 질병에 걸린 상태는 아닙니다.
24,524,"당뇨병 전 단계에도 미세혈관 손상인 당뇨병 합병증과 심혈관 질환, 췌장 기능 저하 같은 문제가 발생할 수 있습니다."
25,525,가장 큰 문제는 확률적으로 당뇨병의 발병 가능성이 높다는 점입니다.
26,526,"5~10%의 사람들은 1년 이내에, 그리고 절반은 10년 이내에 당뇨병 환자가 됩니다."
27,527,만약 이제부터 잘 관리한다면 상황은 달라질 것이다.
28,528,"개선된 생활 습관으로 인해 당뇨병 발생이 11.1년 늦어졌고, 그 중 58%는 당뇨병을 예방할 수 있었습니다."
29,529,고객님께서 언급하신 증상이 있나요?
30,530,"당뇨병 전조증상 중 하나는 밤에 자주 소변을 본다는 것이며, 소변량과 배뇨 횟수가 증가하는 것이 일반적인 당뇨병 증상입니다."
31,531,당뇨로 인해 혈액 내에 많아진 포도당은 물을 많이 필요로 하기 때문에 소변량이 증가합니다.
32,532,갈증이 심하게 늘어나며 목이 건조해지고 소변을 자주 보게 될 수도 있습니다.
33,533,물을 많이 마시면 몸속 수분 균형을 맞출 수 있어요.
34,534,점점 살이 빠져서 우리 몸이 주로 포도당을 에너지로 사용하는거야.
35,535,"제2형 당뇨병 환자의 경우, 인슐린 작용이 올바로 되지 않아서 포도당이 역할을 하지 못하고 혈액에 쌓이게 됩니다."
36,536,"우리 몸은 굶주린 상태로 인식하고, 지방과 근육을 빠르게 태워 에너지를 생산하여 체중 감량이 일어납니다."
37,537,"만약 우리 몸이 충분한 포도당을 섭취하지 못하면, 먹은 음식을 에너지로 전환하는 능력이 제한될 수 있습니다."
38,538,저희는 항상 손님의 편이 되기 위해 최선을 다하고 있습니다.
39,539,"혈당이 높아지면 시야가 흐릿해지는데, 이는 망막의 작은 혈관을 손상시킬 수 있습니다."
40,540,당뇨 합병증으로 인한 망막 병증을 오랫동안 방치하면 시력이 저하되어 실명이 될 수 있습니다. 이에 유의해주세요.
41,541,만약 손이나 발이 저리고 혈당이 계속 높은 상태라면 말초신경병증이 생길 수 있어요.
42,542,손과 발을 포함한 전신이 저린 증상이 있습니다.
43,543,"만약 혈당 수치가 높다면, 쉽게 피곤함을 느낄 수 있습니다."
44,544,당뇨병 환자는 늘 무기력하고 피곤한 이유는 무엇일까요?
45,545,당뇨병으로 인해 혈액순환이 원할하지 않으면 피부가 건조해지고 가려움을 느낄 수 있습니다. 이를 위해 건조한 피부에 적절한 관리를 해야합니다.
46,546,"만약 혈당이 높고 혈액 순환이 원활하지 않을 경우, 상처 치유 속도가 느려질 수 있고 신경세포들이 손상 받을 가능성이 있습니다."
47,547,"작은 상처들도 잘 낫지 않아서, 특히 발에 생긴 상처는 회복이 더디게 되어 괴사로 이어질 수도 있어요."
48,548,높은 혈당 수치는 감염에 취약한 우리 몸의 면역력을 약화시킬 수 있습니다.
49,549,백혈구는 외부 바이러스에 특히 취약해져 기능이 떨어집니다. 그러나 이를 위해 노력하고 있습니다.
50,550,당뇨병의 주요 증상은 갈증이 심하고 이유 없이 체중이 감소되며 자주 소변을 보는 것입니다. 이를 생활 습관을 바꿔볼 필요가 있습니다.
51,551,"하지만, 당뇨병 전단계에서는 거의 증상이 없으며, 이러한 증상들은 혈당이 크게 상승한 후에야 나타납니다."
52,552,증상만 가지고는 당뇨병 전 단계를 파악하기 어렵습니다.
53,553,"당뇨병학회는 고객의 편의를 생각하여, 30세 이상이 되신 분들께서는 정기적으로 혈당 검사를 받으시는 것을 권장하고 있습니다."
54,554,알기 위해서는 당뇨병 여부나 당뇨병 전 단계인지를 알아야 합니다.
55,555,고객을 생각한 가장 기본적인 방법은 당뇨병과 당뇨병 전 단계에서 혈당을 낮추기 위해 생활 습관을 개선하는 것입니다.
56,556,"2021 당뇨병 진료지침에 따르면, 비만 또는 과체중인 당뇨병 전 단계 환자들은 체중을 5~10% 감량하여 유지하도록 권장합니다."
57,557,체중을 5%만 감량해도 당뇨병 예방 효과가 30~50% 증가합니다. 그만큼 체중 감량이 중요합니다.
58,558,"고객님을 위해, 운동은 적어도 150분 동안 중간 정도의 강도로 하시는 것이 좋습니다."
59,559,중강도 운동은 약간 힘들게 숨이 차고 땀이 맺히는 운동입니다.
60,560,"만약 어려울 경우, 매일 또는 주 3회 이상 30분 이상의 중강도 운동을 하는 것을 추천합니다."
61,561,"고객님께서는 운동 효과를 극대화하기 위해 유산소 운동과 저항운동을 함께 해보실 것을 권해드립니다. 유산소 운동은 걷기, 자전거 타기, 조깅, 수영과 같은 활동을 추천하며, 저항운동은 덤벨과 같은 웨이트 트레이닝을 추천합니다."
62,562,운동 효과를 극대화하기 위한 유용한 팁을 알려드릴게요!
63,563,유산소 운동은 인슐린 민감성을 24~72시간동안 지속적으로 향상시킬 수 있습니다.
64,564,"To maximize the benefits of exercise, it is important to avoid taking two or more consecutive days off."
65,565,생활습관을 개선하기 위해서는 적게 먹고 많이 움직이는 것이 중요해요.
66,566,"음식을 먹을 때에는 다양한 종류의 음식을 적절히 조합하여 섭취하되, 지나친 먹는 것은 피하시면 됩니다."
67,567,점심과 저녁에도 건강한 식단을 섭취하기 위해 아침 식사도 꾸준히 챙긴다.
68,568,"식사를 할 때는 천천히 먹고 규칙적으로 해야하며, 양질의 단백질을 늘리고 탄수화물을 최대한 줄이는 것이 좋습니다."
69,569,"규칙적인 식사는 중요하며, 끼니를 거르면 다음 식사 때 많이 빨리 먹을 수 있어 혈당이 급격히 오르게 됩니다."
